RefId;PubTypeId;AcqTypeId;Title;Authors;Publishr;PubDate;Version;OrigLang;Languages;ISBN;FstEdDat;EdNo;NoPages;BkTitle;Editors;Pages;LgJrName;AbJrName;ISSN;Volume;Issue;SeriName;SeriNo;RprtTitle;FileFrmt;WWW;Medium;OS;Media;Valid;Remarks;FoodId;DateUpdated;UpdatedBy;DocLink
00117;AJ;O;Den ernæringsmæssige betydning af hvedemmelets berigelse med B1- og B2-vitamin samt calcium og jern.;Hjarde, W., Lieck, H.;Statens Husholdningsråd;1958;;da;da;;;;;;;27-28;Faglige Meddelelser;Fagl. Medd.;;;7;;;;;;;;;;;;2005-05-07;AM;DOC00117.pdf
00118;AJ;O;Statens Vitamin-laboratoriums undersøgelser over A-vitaminindholdet i danske animalske næringsmidler.;Bro-Rasmussen, F.;Statens Husholdningsråd;1958;;da;da;;;;;;;9-12;Faglige Meddelelser;Fagl. Medd.;;;3-4;;;;;;;;;;;;2005-05-07;AM;DOC00118.pdf
00119;AJ;O;Statens Vitamin-laboratoriums undersøgelser af B6-vitaminindholdet i danske næringsmidler.;Søndergaard, H.;Statens Husholdningsråd;1959;;da;da;;;;;;;1-7;Faglige Meddelelser;Fagl. Medd.;;;1-2;;;;;;;;;;;;2005-05-07;AM;DOC00119.pdf
00120;AJ;C;C-vitamintab ved æblers opbevaring og distribuering.;Hjarde, W.;Statens Husholdningsråd;1963;;da;da;;;;;;;19-23;Tekniske Meddelelser;Tekn. Medd.;;;1;;;;;;;;;;;;2005-05-07;AM;DOC00120.pdf
00121;AJ;O;Statens Levnedsmiddelinstituts undersøgelser over tryptofanindholdet og niacinækvivalentindholdet i danske næringsmidler.;Søndergaard, H.;Statens Husholdningsråd;1971;;da;da;;;;;;;29-35;Tekniske Meddelelser;Tekn. Medd.;;;2;;;;;;;;;;;;2005-05-08;AM;DOC00121.pdf
00122;AJ;O;Indholdet af 6 B-vitaminer i indkøbte prøver af kød-færdigretter på dåse.;Hjarde, W., Lieck, H., Søndergaard, H.;Statens Husholdningsråd;1973;;da;da;;;;;;;8-12;Faglige Meddelelser;Fagl. Medd.;;;4;;;;;;;;;;;;2005-05-08;AM;DOC00122.pdf
00123;AJ;O;Undersøgelse af A-vitaminindholdet i kalve- og svinelever.;Leth, T.;Statens Husholdningsråd;1973;;da;da;;;;;;;14;Tekniske Meddelelser;Tekn. Medd.;;;4;;;;;;;;;;;;2005-05-08;AM;DOC00123.pdf
00124;AJ;O;Danske levnedsmidlers indhold af calcium.;"Hjarde, W.; Sørensen, A.";Statens Husholdningsråd;1973;;da;da;;;;;;;6-13;Tekniske Meddelelser;Tekn. Medd.;;;3;;;;;;;;;;;;2005-05-08;AM;DOC00124.pdf
00125;AJ;O;Næringsværdien af dybfrost-færdigretter.;Hjarde, W., Lieck, H. og Søndergaard, H.:;Statens Husholdningsråd;1975;;da;da;;;;;;;10-18;Tekniske Meddelelser;Tekn. Medd.;;;3;;;;;;;;;;;;2005-05-08;AM;DOC00125.pdf
00126;AJ;O;Næringsværdien af danske slagterigrise.;Hansen, J., Hjarde, W., Lieck, H., Søndergaard, H., Sørensen, A. og Kramme Ejlersen, J.;Statens Husholdningsråd;1976;;da;da;;;;;;;16-20;Tekniske Meddelelser;Tekn. Medd.;;;4;;;;;;;;;;;;2005-05-08;AM;DOC00126.pdf
00127;AJ;O;A-vitamin- og carotenindholdet i æg, samt tab af A-vitamin ved tilberedning af æg.;Leth, T.;Statens Husholdningsråd;1976;;da;da;;;;;;;21-311;Tekniske Meddelelser;Tekn. Medd.;;;2;;;;;;;;;;;;2005-05-08;AM;DOC00127.pdf
00128;AJ;O;Danske levnedsmidlers indhold af E-vitamin samt tilnærmet beregning af E-vitamintilførslen med den danske kost.;Leth, T.;Statens Husholdningsråd;1975;;da;da;;;;;;;21-31;Tekninske Meddelelser;Tekn. Medd.;;;1;;;;;;;;;;;;2005-05-08;AM;DOC00128.pdf
00129;AJ;O;Laktoseindholdet i den danske kost.;Gudmand-Høyer, E., Sørensen, A., Simony, K., Hessel, L.;Den Almindelige Danske Lægeforening;1975;;da;da;;;;;;;2068-2073;Ugeskrift for Læger;Ugeskrift for Læger;;137;36;;;;;;;;;;;;2005-05-08;AM;DOC00129.pdf
00130;R;O;Fedtsyreindholdet i danske mejeriprodukter.;Ernæringskemisk afdeling;Statens Levnedsmiddelinstitut;1970;;da;da;;;;;;;;;;;;;;;;;;;;;;;;2005-05-08;AM;DOC00130.pdf
00131;E;O;Fedtsyreindholdet i danske kødprodukter og fedtvarer, samt fisk og fiskeprodukter.;Ernæringskemisk afdeling;Stencileret materiale;1970;;da;da;;;;;;;;;;;;;;;;;;;;;;;;2005-05-08;AM;
00132;E;O;Fedtsyreindholdet i danske kornprodukter.;Ernæringskemisk afdeling;Stencileret materiale;1970;;da;da;;;;;;;;;;;;;;;;;;;;;;;;2005-05-08;AM;
00133;E;O;Fedtsyreindholdet i danske grønsager, frugter og kartofler og kartoffelprodukter.;Leerbeck, E.;Ernæringskemisk afdeling: Stencileret materiale;1970;;da;da;;;;;;;;;;;;;;;;;;;;;;;;2005-05-08;AM;
00134;E;O;Præliminær tabel over mikrobiologiske bestemmelser af aminosyreindholdet i danske næringsmidler.;Søndergaard, H.;Ernæringsbiologisk afdeling: Stencileret materiale;1971;;da;da;;;;;;;;;;;;;;;;;;;;;;;;2005-05-08;AM;DOC00134.pdf
00135;AJ;O;Jod-indholdet i fisk og skaldyr på det danske marked.;Pinndal, K. og Hjarde W.;Statens Husholdningsråd;1978;;da;da;;;;;;;32-36;Tekniske Meddelelser;Tekn. Medd.;;;7;;;;;;;;;;;;2005-05-08;AM;DOC00135.pdf
00136;AJ;O;Jod-indholdet i danske levnedsmidler.;Pinndal, K. og Hjarde W.;Statens Husholdningsråd;1978;;da;da;;;;;;;23-311;Tekniske Meddelelser;Tekn. Medd.;;;7;;;;;;;;;;;;2005-05-08;AM;DOC00136.pdf
00137;AJ;O;Jernindholdet i danske levnedsmidler.;Sørensen, A., Hjarde, W.;Statens Husholdningsråd;1978;;da;da;;;;;;;23-31;Tekniske Meddelelser;Tekn. Medd.;;;7;;;;;;;;;;;;2005-05-08;AM;DOC00137.pdf
00138;AJ;O;Statens Levnedsmiddelinstituts undersøgelser over B12-vitaminindholdet i danske levnedsmidler.;Søndergaard, H.;Statens Husholdningsråd;1979;;da;da;;;;;;;18-20;Tekniske Meddelelser;Tekn. Medd.;;;5;;;;;;;;;;;;2005-05-08;AM;DOC00138.pdf
00139;AJ;O;Næringsværdien af okse- og kalvekød.;Hjarde, W. Laier, G., Søndergaard, H. og Sørensen, A., Christensen, B., Mortensen, A.B., Kousgaard, K.;Statens Husholdningsråd;1981;;da;da;;;;;;;19-32;Tekniske Meddelelser;Tekn. Medd.;;;4;;;;;;;;;;;;2005-05-08;AM;DOC00139.pdf
00140;R;O;Næringsindholdet i nyere mælkeprodukter.;Hjarde, W., Laier, G., Leth, T., Søndergård, H. og Sørensen, A.;Statens Levnedsmiddelinstitut;1982;;da;da;;;;;;;;Publikation;;;;;;60;;;;;;;;;;2005-05-08;AM;DOC00140.pdf
00141;E;O;Folinsyre i konsummælkprodukter. Undersøgelser udført for Statens Forsøgsmejeri.;Søndergård, H.;Not published.;1981;;da;da;;;;;;;;;;;;;;;;;;;;;;;;2005-05-08;AM;DOC00141.pdf
00142;E;O;D-vitamin i smørfedt.;Søndergaard, H.;Not published;1981;;da;da;;;;;;;;;;;;;;;;;;;;;;;;2005-05-08;AM;DOC00142.pdf
00143;E;O;A-vitamin (retinol), karotin og D-vitamin i smørprøver udtaget i 1980.;Statens Levnedsmiddelinstitut.;Not published.;1981;;da;da;;;;;;;;;;;;;;;;;;;;;;;;2005-05-08;AM;DOC00143.pdf
00144;AJ;C;Fedtsyrerne i margarine og minarine.;Leerbeck, E.;Husholdningsrådet;1979;;da;da;;;;;;;19-27;Tekniske Meddelelser;Tekn. Medd.;;;4;;;;;;;;;;;;2005-05-08;AM;DOC00144.pdf
00145;AJ;C;Tab af A-vitamin ved tilberedning af levnedsmidler.;Leth, T.;Husholdningsrådet;1978;;;;;;;;;;12-27;Tekniske Meddelelser;Tekn. Medd.;;;6;;;;;;;;;;;;2005-05-08;AM;DOC00145.pdf
00146;AJ;O;Næringsværdien af bayerske og lignende pølser.;Sørensen, A. og Hjarde W.;Statens Husholdningsråd;1977;;da;da;;;;;;;251;Tekniske Meddelelser;Tekn. Medd.;;;6;;;;;;;;;;;;2005-05-08;AM;DOC00146.pdf
00147;AJ;O;Proteinindholdet i flæskesvær og heraf fremstillede produkter.;"Hjarde, W.; Søndergaarg, H.; Sørensen, A.";Statens Husholdningsråd;1978;;da;da;;;;;;;10;Tekniske Meddelelser;Tekn. Medd.;;;1;;;;;;;;;;;;2005-05-08;AM;DOC00147.pdf
00148;AJ;C;Klidtiførslens betydning for udnyttelsen af fødens mineralindhold.;Hjarde, W., Sørensen, A.;Statens Husholdningsråd;1977;;da;da;;;;;;;26;Tekniske Meddelelser;Tekn. Medd.;;;2;;;;;;;;;;;;2005-05-08;AM;
00149;AJ;O;Jod-indholdet i den danske kost.;Pinndal, K. og Hjarde W.;Statens Husholdningsråd;1982;;da;da;;;;;;;1-61;Tekniske Meddelelser;Tekn. Medd.;;22;1;;;;;;;;;;;;2005-05-08;AM;DOC00149.pdf
00150;R;O;E-vitaminindholdet i dybfrosne grøntsager sammenlignet med indholdet i friske grøntsager.;"Leth, T.; Andersson, L.";Statens Levnedsmiddelinstitut;1982;;da;da;;;;;;;;Publikation;;;;;;58;;;;;;;;;;2005-05-08;AM;DOC00150.pdf
00151;R;O;Vitamin D-indholdet i danske levnedsmidler.;Søndergård, H. og Leerbeck, E.;Statens levnedsmiddelinstitut;1982;;da;da;;;;;;;;Publikation;;;;;;69;;;;;;;;;;2005-05-08;AM;DOC00151.pdf
00152;R;O;Indholdet af magnesium, kalium og natrium i danske levnedsmidler.;Meyland, I. og Laier, G.;Statens Levnedsmiddelinstitut;1983;;da;da;87-503-4706-3;;;;;;;Publikation;;;;;;82;;;;;;;;;;2005-05-08;AM;DOC00152.pdf
00153;R;O;Aminosyreindholdet i danske levnedsmidler (med gennemsnitsværdier for grupper af levnedsmidler, omregnet til mg/g N af Anders Møller).;Søndergaard, H.;Statens Levnedsmiddelinstitut;1984;;da;da;87-503-5249-0;;;;;;;Publikation;;;;;;98;;;;;;;;;;2005-05-08;AM;DOC00153.pdf
00154;AJ;P;Vitaminer i foderblandinger.;"Søndergaard, H.; Leth, T.";;1978;;da;da;;;;;;;;Ugeskrift for Agronomer, Hortonomer, Forstkandidater og Licentiater;Ugeskr. f. Agron., Hort., Forst. og Lic.;;7;;;;;;;;;;;;;2005-05-08;AM;
00155;R;O;Pålægsvarer.;Heidemann, F. og Rasmussen, G.;Statens Levnedsmiddelinstitut;1984;;da;da;87-503-4999-6;;;;;;;Publikation;;0106-8423;;;;89;;;;;;;;;;2005-05-08;AM;DOC00155.pdf
00156;R;O;Undersøgelse af kager og andet bagværk. Næringsstoffer, tilsætningsstoffer.;Christensen, A.;Statens Levnedmiddelinstitut;1984;;da;da;87-503-5160-5;;;;;;;Publikation;;0106-8423;;;;94;;;;;;;;;;2005-05-08;AM;DOC00156.pdf
00157;R;O;Mad fra grillbar og pølsevogn.;Carlsen, B., Rasmussen, G.;Statens Levnedsmiddelinstitut;1984;;da;da;87-503-5309-8;;;;;;;Publikation;;0106-8423;;;;105;;;;;;;;;;2005-05-08;AM;DOC00157.pdf
00158;R;O;Morgenmadsprodukter. Energigivende bestanddele, sukkerarter, kostfiber og mineraler i kornprodukter.;Meyland, I.;Statens Levnedsmiddelinstitut;1984;;da;da;87-503-5302-0;;;;;;;Publikation;;0106-8423;;;;102;;;;;;;;;;2005-05-08;AM;DOC00158.pdf
00159;R;O;Kontrol med næringsstoffer udført i 1982 på Statens Levnedsmiddelinstitut.;"Bergstrøm-Nielsen, M; Meyland, I; Søndergaard, H; Sørensen, A.";Statens Levnedsmiddelinstitut;1983;;da;da;87-503-4791-8;;;;;;;Publikation;;0106-8423;;;;85;;;;;;;;;;2005-05-08;AM;DOC00159.pdf
00160;R;O;Overvågningssystem for næringsstoffer, brød og cerealier.;Jacobsen, J.S., Leth, T.;Levnedsmiddelstyrelsen;1987;;da;da;85-503-6687-4;;;;;;;Publikation;;0901-4322;;;;141;;;;;;;;;;2005-05-08;AM;DOC00160.pdf
00161;R;O;Overvågningssystem for næringsstoffer, mejeriprodukter.;Wienberg, A., Leth, T.;Levnedsmiddelstyrelsen;1987;;da;da;87-503-6966-0;;;;;;;Publikation;;0901-4322;;;;151;;;;;;;;;;2005-05-08;AM;DOC00161.pdf
00162;R;O;Overvågningssystem for næringsstoffer, frugt og grøntsager.;Wienberg, A., Leth, T.;Levnedsmiddelstyrelsen;1987;;da;da;87-503-6985-7;;;;;;;Publikation;;0901-4322;;;;153;;;;;;;;;;2005-05-08;AM;DOC00162.pdf
00163;R;O;Overvågningssystem for næringsstoffer, fisk.;"Jacobsen, J.S.; Leth, T.";Levnedsmiddelstyrelsen;1989;;da;da;87-503-7772-8;;;;;;;Publikation;;0903-9783;;;;179;;;;;;;;;;2005-05-08;AM;DOC00163.pdf
00164;R;O;Overvågningssystem for næringsstoffer, kød.;"Hansen, K.S.; Leth, T.";Levnedsmiddelstyrelsen;1989;;da;da;;;;;;;;Publikation;;;;;;173;;;;;;;;;;2005-05-08;AM;DOC00164.pdf
00165;R;O;Folacin og biotin i levnedsmidler.;Pedersen, J.C.;Levnedsmiddelstyrelsen;1988;;da;da;87-503-7085-5;;;;;;;Publikation;;0901-4322;;;;157;;;;;;;;;;2005-05-08;AM;DOC00165.pdf
00166;R;O;Indhold af B6-vitamin i levnedsmidler.;Pedersen, J.C., Lund, L.;Levnedsmiddelstyrelsen;1988;;da;da;87-503-7099-5;;;;;;;Publikation;;0901-4322;;;;159;;;;;;;;;;2005-05-08;AM;DOC00166.pdf
00167;R;O;Resultater af analyser på energigivende næringsstoffer og C-vitamin i danske vegetabilier. Landsdelslaboratorieprojekt 1983.;Levnedsmiddelstyrelsen, Centrallaboratoriet, afdeling A: ikke offentliggjort.;Not published.;1983;;da;da;;;;;;;;;;;;;;;;;;;;;;;;2005-05-08;AM;DOC00167.pdf
00168;R;O;Færdige middagsretter. Næringsstoffer, tilsætningsstoffer, spormetaller.;Leth, T., Rasmussen, G.;Levnedsmiddelstyrelsen;1985;;da;da;87-503-5786-7;;;;;;;Publikation;;0106-8423;;;;115;;;;;;;;;;2005-05-08;AM;DOC00168.pdf
00169;R;X;Importeret Rugbrød. Indhold af energigivende bestanddele, kostfiber og mineraler.;Meyland, I.;Not published.;1984;;da;da;;;;;;;;Intern rapport CLA.;;;;;;;;;;;;;;;;2005-05-08;AM;DOC00169.pdf
00170;R;O;A-vitamin i indmad. Projekt 834A57.;Statens Levnedsmiddelinstitut;Not published.;1985;;da;da;;;;;;;;Intern rapport CLA.;;;;;;A85001;;;;;;;;;;2005-05-08;AM;DOC00170.pdf
00171;R;O;A-vitamin- og fedtindhold i sild. Projekt 834A57.;Statens Levnedsmiddelinstitut;Not published.;1984;;da;da;;;;;;;;Intern rapport CLA.;;;;;;A84005;;;;;;;;;;2005-05-08;AM;DOC00171.pdf
00173;R;O;Helsekostforretningernes varesortiment. Delrapport 2. Laboratorieundersøgelser og konklusioner.;Jensen, B.E. og Leth, T.;Statens Levnedsmiddelinstitut;1985;;da;da;87-503-5730-1;;;;;;;Publikation;;0106-8423;;;;111;;;;;;;;;;2005-05-08;AM;DOC00173.pdf
00174;R;O;Kystfisk. Indhold af Cd, Pb, Cu, Zn, Hg, As og Se;Andersen, A.;Levnedsmiddelstyrelsen;1986;;da;da;87-503-6171-6;;;;;;;Publikation;;0901-4322;;;;127;;;;;;;;;;2005-05-08;AM;DOC00174.pdf
00175;R;O;Ferskvandsfisk. Indhold af sporelementer, PCB og chlorholdige pesticider.;Andersen, A. Askaa, G. og Orbæk, K.;Levnedsmiddelstyrelsen;1986;;da;da;87-503-6504-5;;;;;;;Publikation;;0901-4322;;;;138;;;;;;;;;;2005-05-08;AM;DOC00175.pdf
00176;R;O;Bly, cadmium, kobber og zink i frugt og grøntsager 1977 - 1980.;"Andersen, A.; Hansen, H.H.";Statens Levnedsmiddelinstitut;1983;;da;da;87-503-4770-5;;;;;;;Publikation;;0106-8423;;;;84;;;;;;;;;;2005-05-08;AM;DOC00176.pdf
00177;R;O;Sporelementer i spiselige svampe.;Andersen, A., Lykke, S.-E., Lange, M. og Bech, K.;Statens Levnedsmiddelinstitut;1982;;da;da;87-503-4196-0;;;;;;;Publikation;;0106-8423;;;;68;;;;;;;;;;2005-05-08;AM;DOC00177.pdf
00178;R;O;Sporelementer i rødspætter fra Nordsøen, 1979.;Andersen, A.;Statens Levnedsmiddelinstitut;1982;;da;da;;;;;;;;Publikation;;;;;;67;;;;;;;;;;2005-05-08;AM;
00180;R;O;Tungmetalforurening af frugt og grøntsager dyrket i Københavns vestegn 1978.;Larsen, E.H.;Statens Levnedsmiddelinstitut;1980;;da;da;;;;;;;;Publikation;;;;;;41;;;;;;;;;;2005-05-08;AM;
00181;R;O;Bly, cadmium, kobber og zink i den danske kost.;Andersen, A.;Statens Levnedsmiddelinstitut.;1981;;da;da;87-503-3811-0;;;;;;;Publikation;;;;;;52;;;;;;;;;;2005-05-08;AM;DOC00181.pdf
00182;R;O;Sporelementer i drikkevarer.;Larsen E.H. og Hansen, H.H.;Statens Levnedsmiddelinstitut.;1981;;da;da;87-503-3815-3;;;;;;;Publikation;;;;;;53;;;;;;;;;;2005-05-08;AM;DOC00182.pdf
00183;R;O;Spormetaller (Hg, Pb, Cd, Sb, Cu, Zn) i oksekød og -nyre, udtaget august 1974 fra 6 danske slagterier.;Engberg, Å.;Statens Levnedsmiddelinstitut.;1975;;;;;;;;;;;Rapport F 75014;;;;;;;;;;;;;;;;2005-05-08;AM;
00184;R;C;Rapport over tungmetaller i fisk 1973-75.;Engberg, Å.;Statens Levnedsmiddelinstitut.;1976;;;;;;;;;;;Publikation;;;;;;33;;;;;;;;;;2005-05-08;AM;
00185;R;O;Spormetaller (Hg, Pb, Cd, As, Sb, Se, Cu, Zn) i svinekød og -nyre samt i kyllingekød og -lever, udtaget i februar 1976 fra danske slagterier.;Engberg, Å.;Statens Levnedsmiddelinstitut.;1977;;da;da;;;;;;;;Rapport nr. 77002;;;;;;;;;;;;;;;;2005-05-08;AM;
00186;R;O;Spormetaller (Hg, Pb, Cd, As, Sb, Cu & Zn) i kød og organer af slagtedyr.;Engberg, Å.;Statens Levnedsmiddelinstitut.;1974;;da;da;;;;;;;;Meddelelse;;;;;;21;;;;;;;;;;2005-05-08;AM;
00187;R;O;Spormetaller (Hg, Pb, Cd, Cu, Zn, Sb, Se, As) i dansk svinekød og -nyre samt i dansk kyllingekød og -lever, 1978.;Askaa, G. og Andersen, A.;Statens Levnedsmiddelinstitut.;1979;;da;da;;;;;;;; Rapport F 79004.;;;;;;;;;;;;;;;;2005-05-08;AM;
00188;R;O;Cadmium, bly, kobber og zink i oksenyrer fra Jylland.;Andersen, A. og Engberg, Å.;Statens Levnedsmiddelinstitut.;1977;;da;da;;;;;;;;Publikation;;;;;;32;;;;;;;;;;2005-05-08;AM;
00189;R;O;Spormetaller (Hg, Pb, Cd, Sb, Se, As, Cu, Zn) i dansk oksekød og -nyre, 1977.;Andersen, A.;Statens Levnedsmiddelinstitut.;1978;;da;da;;;;;;;; Rapport F 78001.;;;;;;;;;;;;;;;;2005-05-08;AM;
00190;R;O;Sporelementer (Hg, Pb, Cd, Sb, Se, As, Cu, Zn) i dansk okse-, kalve- og fjerkrækød samt okse- og kalvenyre og fjerkrælever, 1979.;Lykke, S.-E.og Andersen, A.;Statens Levnedsmiddelinstitut.;1980;;da;da;;;;;;;;Rapport F 80007.;;;;;;;;;;;;;;;;2005-05-08;AM;
00191;R;O;Konservesundersøgelsen 1. delrapport: Sardiner.;Afdelingen for pesticider og forureninger;Statens Levnedsmiddelinstitut.;1976;;da;da;;;;;;;;Rapport F 76015;;;;;;;;;;;;;;;;2005-05-08;AM;DOC00191.pdf
00192;R;O;Konservesundersøgelsen 2. delrapport: Supper.;Afdelingen for pesticider og forureninger;Statens Levnedsmiddelinstitut.;1977;;da;da;;;;;;;;Rapport F 77003.;;;;;;;;;;;;;;;;2005-05-08;AM;
00193;R;O;Konservesundersøgelsen 3. delrapport: Fiskekonserves.;Afdelingen for pesticider og forureninger;Statens Levnedsmiddelsinstitut.;1978;;da;da;;;;;;;;Rapport F 78004;;;;;;;;;;;;;;;;2005-05-08;AM;DOC00193.pdf
00194;R;O;Konservesundersøgelsen 4. delrapport: Suppekonserves II.;Afdelingen for pesticider og forureninger;Statens Levnedsmiddelinstitut.;1979;;da;da;;;;;;;;Rapport F 79001.;;;;;;;;;;;;;;;;2005-05-08;AM;DOC00194.pdf
00195;R;O;Konservesundersøgelsen 5. delrapport: Sardiner II.;Afdelingen for pesticider og forureninger;Statens Levnedsmiddelinstitut.;1979;;da;da;;;;;;;;;;;;;;;;;;;;;;;;2005-05-08;AM;
00196;R;O;Konservesundersøgelsen 6. delrapport: Suppekonserves III og IV.;Afdelingen for pesticider og forureninger;Statens Levnedsmiddelinstitut.;1981;;da;da;;;;;;;;Rapport F 81006.;;;;;;;;;;;;;;;;2005-05-08;AM;
00197;R;O;Sporelementer i kød og organer fra danske slagtedyr, 1972-82.;Andersen, A. og Hansen, H.H.;Levnedsmiddelstyrelsen;1986;;da;da;87-503-6325-5;;;;;;;Publikation;;0901-4322;;;;131;;;;;;;;;;2005-05-08;AM;DOC00197.pdf
00198;R;O;Bly, cadmium, kobber og zink i danskproduceret frugt og grøntsager, 1977-78.;Andersen, A.;Statens Levnedsmiddelinstitut.;1979;;da;da;87-503-3109-4;;;;;;;Publikation;;;;;;40;;;;;;;;;;2005-05-08;AM;DOC00198.pdf
00199;R;O;Kornprodukter. Sporelementer, pesticider, næringsstoffer, tilsætningsstoffer, nitrat og nitrit, ochratoxin-A og meldrøjer.;Andersen, A.;Statens Levnedsmiddelinstitut.;1984;;da;da;87-503-5087-0;;;;;;;Publikation;;0106-8423;;;;93;;;;;;;;;;2005-05-08;AM;DOC00199.pdf
00200;;;(Kildeangivelse mangler).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DOC00200.pdf
00201;;;(Kildeangivelse mangler).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DOC00201.pdf
00210;AJ;P;Übersicht über nichtessentielle Inhaltsstoffe der Gemüsearten. 3. Möhren, Sellerie, Pastinaken, Rote Rüben, Spinat, Salat, Endivien, Treibzichorie, Rhabarber und Artischocken.;Herrmann, K.;Springer-Verlag GMBH;1978;;;;;;;;;;;Zeitschrift für Lebensmitteluntersuchung und -forschung;Z. Lebensm. Unters.-Forsch.;;;167;;;;;;;;;;;;2005-04-26;AM;DOC00210.pdf
00211;;;C-vitaminbevarelse ved hjemmekonservering og påfølgende lagring af frugt og grøntsager 1961.;Anonym;Statens Husholdningsråds Tekniske Meddelelser;1962;;;;;;;;;;41-44;;;;;4;;;;;;;;;;;;;;DOC00211.pdf
00212;;;Markedsundersøgelse af citrusfrugtmarmelade 1962.;Jensen, C. Brenøe;Statens Husholdningsråds Tekniske Meddelelser;1963;;;;;;;;;;24-32;;;;;1;;;;;;;;;;;;;;DOC00212.pdf
00213;R;D;Markedsundersøgelser af dybfrossen og hakket spinat.;"Brenøe, C.; Fredsted, I.";Tekniske Meddelelser nr. 8;1977;;;;;;;;;;13-271;;;;;;;;;;;;;;;;;;;DOC00213.pdf
00214;;;Orienterende sammenlignende undersøgelser af detailpakket hushold- ningshvedemel, opkøbt i maj 1966.;Brenøe, C. og Slot, I.;Statens Husholdningsråds Tekniske Meddelelser;1966;;;;;;;;;;167-170;;;;;8;;;;;;;;;;;;;;DOC00214.pdf
